"filename", "language", "JavaScript", "JSON", "JavaScript JSX", "encodingImgTargetFile", "XML", "CSS", "HTML", "comment", "blank", "total"
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\projects\project.module.css", "CSS", 0, 0, 0, 0, 0, 501, 0, 20, 80, 601
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\projects\projects.css", "CSS", 0, 0, 0, 0, 0, 79, 0, 5, 10, 94
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\ReportsDashboard.jsx", "JavaScript JSX", 0, 0, 244, 0, 0, 0, 0, 51, 33, 328
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\ReportsGridDashboard.jsx", "JavaScript JSX", 0, 0, 257, 0, 0, 0, 0, 59, 27, 343
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\ReportsTableDashboard.jsx", "JavaScript JSX", 0, 0, 234, 0, 0, 0, 0, 47, 27, 308
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\changes.css", "CSS", 0, 0, 0, 0, 0, 20, 0, 1, 4, 25
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\projects.css", "CSS", 0, 0, 0, 0, 0, 43, 0, 1, 8, 52
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\reports\reports.module.css", "CSS", 0, 0, 0, 0, 0, 292, 0, 9, 42, 343
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\TaskApprovalDashboard.jsx", "JavaScript JSX", 0, 0, 204, 0, 0, 0, 0, 4, 14, 222
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\TaskBoardDashboard.jsx", "JavaScript JSX", 0, 0, 326, 0, 0, 0, 0, 0, 21, 347
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\TaskCalendarDashboard.jsx", "JavaScript JSX", 0, 0, 88, 0, 0, 0, 0, 10, 7, 105
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\TaskFormDashboard.jsx", "JavaScript JSX", 0, 0, 162, 0, 0, 0, 0, 6, 15, 183
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\TasksDashboard.jsx", "JavaScript JSX", 0, 0, 269, 0, 0, 0, 0, 4, 26, 299
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\task.css", "CSS", 0, 0, 0, 0, 0, 29, 0, 0, 6, 35
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\task.module.css", "CSS", 0, 0, 0, 0, 0, 505, 0, 8, 77, 590
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\taskapproval.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\layout\tasks\taskform.css", "CSS", 0, 0, 0, 0, 0, 99, 0, 0, 17, 116
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\main.jsx", "JavaScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\General.module.css", "CSS", 0, 0, 0, 0, 0, 156, 0, 4, 23, 183
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\Homepage.jsx", "JavaScript JSX", 0, 0, 8, 0, 0, 0, 0, 1, 3, 12
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\HomepageAdmin.jsx", "JavaScript JSX", 0, 0, 8, 0, 0, 0, 0, 0, 3, 11
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 127, 0, 0, 0, 0, 32, 7, 166
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\NotFound.jsx", "JavaScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 11, 0, 0, 0, 0, 1, 4, 16
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\Register.jsx", "JavaScript JSX", 0, 0, 172, 0, 0, 0, 0, 24, 7, 203
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\form.css", "CSS", 0, 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\homepageadmin.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\index.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\messages\Messages.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\projects\ProjectBoard.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\projects\ProjectForm.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\projects\ProjectGrid.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\projects\Projects.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 3, 13
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\projects\index.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\reports\Reports.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\reports\ReportsGrid.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\reports\ReportsTable.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\TaskBoard.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\TaskCalendar.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\TaskForm.jsx", "JavaScript JSX", 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\Tasks.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\taskapproval\[id].jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\src\pages\tasks\taskcreation\[id].jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\util\text.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\vercel.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\USER\Documents\admin-dashboard\Admin-Dashboard-SVP\vite.config.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 1, 2, 14
"Total", "-", 1336, 3832, 6183, 2874, 333, 4449, 21, 500, 1342, 20870
